# Monto Carlo sim (Gaussian bias) with parallel MOSFETs,
#Run #, ro
1.75000000000000e+02,1.90250000000000e+02
1.76000000000000e+02,1.86650000000000e+02
1.77000000000000e+02,1.78979000000000e+02
1.78000000000000e+02,1.98997000000000e+02
1.79000000000000e+02,1.84467000000000e+02
1.80000000000000e+02,1.86749000000000e+02
1.81000000000000e+02,1.82908000000000e+02
1.82000000000000e+02,1.87831000000000e+02
1.83000000000000e+02,1.86718000000000e+02
1.84000000000000e+02,1.91368000000000e+02
1.85000000000000e+02,1.94347000000000e+02
1.86000000000000e+02,1.81061000000000e+02
1.87000000000000e+02,1.83475000000000e+02
1.88000000000000e+02,2.01293000000000e+02
1.89000000000000e+02,1.93247000000000e+02
1.90000000000000e+02,1.85895000000000e+02
1.91000000000000e+02,1.97195000000000e+02
1.92000000000000e+02,2.03545000000000e+02
1.93000000000000e+02,1.89095000000000e+02
1.94000000000000e+02,1.77574000000000e+02
1.95000000000000e+02,2.05500000000000e+02
1.96000000000000e+02,1.80491000000000e+02
1.97000000000000e+02,1.85162000000000e+02
1.98000000000000e+02,2.04033000000000e+02
1.99000000000000e+02,1.83582000000000e+02
2.00000000000000e+02,1.88535000000000e+02
2.01000000000000e+02,2.02540000000000e+02
2.02000000000000e+02,1.82336000000000e+02
2.03000000000000e+02,1.83566000000000e+02
2.04000000000000e+02,2.05528000000000e+02
2.05000000000000e+02,1.85656000000000e+02
2.06000000000000e+02,1.94298000000000e+02
2.07000000000000e+02,1.82505000000000e+02
2.08000000000000e+02,1.74083000000000e+02
2.09000000000000e+02,1.89620000000000e+02
2.10000000000000e+02,1.83183000000000e+02
2.11000000000000e+02,1.86850000000000e+02
2.12000000000000e+02,1.98977000000000e+02
2.13000000000000e+02,1.84157000000000e+02
2.14000000000000e+02,1.91520000000000e+02
2.15000000000000e+02,1.86754000000000e+02
2.16000000000000e+02,2.10306000000000e+02
2.17000000000000e+02,1.76405000000000e+02
2.18000000000000e+02,1.87950000000000e+02
2.19000000000000e+02,1.77443000000000e+02
2.20000000000000e+02,1.81916000000000e+02
2.21000000000000e+02,1.80700000000000e+02
2.22000000000000e+02,2.06427000000000e+02
2.23000000000000e+02,1.73847000000000e+02
2.24000000000000e+02,1.90447000000000e+02
2.25000000000000e+02,2.11603000000000e+02
2.26000000000000e+02,1.85992000000000e+02
2.27000000000000e+02,1.96643000000000e+02
2.28000000000000e+02,1.98579000000000e+02
2.29000000000000e+02,2.09806000000000e+02
2.30000000000000e+02,1.86413000000000e+02
2.31000000000000e+02,1.75053000000000e+02
2.32000000000000e+02,1.78711000000000e+02
2.33000000000000e+02,2.14298000000000e+02
2.34000000000000e+02,1.84964000000000e+02
2.35000000000000e+02,1.99147000000000e+02
2.36000000000000e+02,1.94882000000000e+02
2.37000000000000e+02,1.76952000000000e+02
2.38000000000000e+02,1.81679000000000e+02
2.39000000000000e+02,1.76476000000000e+02
2.40000000000000e+02,1.86778000000000e+02
2.41000000000000e+02,2.02020000000000e+02
2.42000000000000e+02,1.78482000000000e+02
2.43000000000000e+02,1.88115000000000e+02
2.44000000000000e+02,1.88714000000000e+02
2.45000000000000e+02,1.81863000000000e+02
2.46000000000000e+02,1.89626000000000e+02
2.47000000000000e+02,1.82031000000000e+02
2.48000000000000e+02,1.85240000000000e+02
2.49000000000000e+02,1.91102000000000e+02
2.50000000000000e+02,1.81775000000000e+02
2.51000000000000e+02,2.07283000000000e+02
2.52000000000000e+02,1.99261000000000e+02
2.53000000000000e+02,1.80660000000000e+02
2.54000000000000e+02,1.93304000000000e+02
2.55000000000000e+02,1.97126000000000e+02
2.56000000000000e+02,1.74836000000000e+02
2.57000000000000e+02,1.87013000000000e+02
2.58000000000000e+02,1.90230000000000e+02
2.59000000000000e+02,1.88218000000000e+02
2.60000000000000e+02,1.83050000000000e+02
2.61000000000000e+02,2.04204000000000e+02
2.62000000000000e+02,1.93436000000000e+02
2.63000000000000e+02,2.00636000000000e+02
2.64000000000000e+02,1.92571000000000e+02
2.65000000000000e+02,1.78388000000000e+02
2.66000000000000e+02,1.87599000000000e+02
2.67000000000000e+02,1.87578000000000e+02
2.68000000000000e+02,1.86170000000000e+02
2.69000000000000e+02,1.81126000000000e+02
2.70000000000000e+02,2.14693000000000e+02
2.71000000000000e+02,1.85353000000000e+02
2.72000000000000e+02,1.77366000000000e+02
2.73000000000000e+02,1.91746000000000e+02
2.74000000000000e+02,1.79700000000000e+02
2.75000000000000e+02,1.89855000000000e+02
2.76000000000000e+02,1.86937000000000e+02
2.77000000000000e+02,1.81140000000000e+02
2.78000000000000e+02,1.78601000000000e+02
2.79000000000000e+02,1.80454000000000e+02
2.80000000000000e+02,1.85131000000000e+02
2.81000000000000e+02,1.79286000000000e+02
2.82000000000000e+02,1.77506000000000e+02
2.83000000000000e+02,1.80422000000000e+02
2.84000000000000e+02,1.82174000000000e+02
2.85000000000000e+02,1.95605000000000e+02
2.86000000000000e+02,1.78830000000000e+02
2.87000000000000e+02,1.85358000000000e+02
2.88000000000000e+02,1.79967000000000e+02
2.89000000000000e+02,1.79631000000000e+02
2.90000000000000e+02,2.08871000000000e+02
2.91000000000000e+02,1.76853000000000e+02
2.92000000000000e+02,2.12878000000000e+02
2.93000000000000e+02,1.85659000000000e+02
2.94000000000000e+02,1.78018000000000e+02
2.95000000000000e+02,1.91753000000000e+02
2.96000000000000e+02,1.83823000000000e+02
2.97000000000000e+02,1.89678000000000e+02
2.98000000000000e+02,1.84541000000000e+02
2.99000000000000e+02,1.84031000000000e+02
3.00000000000000e+02,1.85674000000000e+02
3.01000000000000e+02,1.97867000000000e+02
3.02000000000000e+02,1.84213000000000e+02
3.03000000000000e+02,1.90931000000000e+02
3.04000000000000e+02,2.03536000000000e+02
3.05000000000000e+02,1.87089000000000e+02
3.06000000000000e+02,1.87313000000000e+02
3.07000000000000e+02,1.81528000000000e+02
3.08000000000000e+02,1.85817000000000e+02
3.09000000000000e+02,1.90533000000000e+02
3.10000000000000e+02,1.93438000000000e+02
3.11000000000000e+02,2.14693000000000e+02
3.12000000000000e+02,1.96773000000000e+02
3.13000000000000e+02,1.89497000000000e+02
3.14000000000000e+02,1.92046000000000e+02
3.15000000000000e+02,1.95654000000000e+02
3.16000000000000e+02,1.87187000000000e+02
3.17000000000000e+02,1.90969000000000e+02
3.18000000000000e+02,1.83031000000000e+02
3.19000000000000e+02,1.95914000000000e+02
3.20000000000000e+02,1.83192000000000e+02
3.21000000000000e+02,1.80741000000000e+02
3.22000000000000e+02,1.79889000000000e+02
3.23000000000000e+02,1.84730000000000e+02
3.24000000000000e+02,1.85155000000000e+02
3.25000000000000e+02,1.89913000000000e+02
3.26000000000000e+02,1.93541000000000e+02
3.27000000000000e+02,1.78669000000000e+02
3.28000000000000e+02,1.78091000000000e+02
3.29000000000000e+02,1.82606000000000e+02
3.30000000000000e+02,1.79743000000000e+02
3.31000000000000e+02,1.89255000000000e+02
3.32000000000000e+02,1.93152000000000e+02
3.33000000000000e+02,1.75535000000000e+02
3.34000000000000e+02,2.02427000000000e+02
3.35000000000000e+02,1.91340000000000e+02
3.36000000000000e+02,1.89864000000000e+02
3.37000000000000e+02,1.70415000000000e+02
3.38000000000000e+02,1.84561000000000e+02
3.39000000000000e+02,2.03149000000000e+02
3.40000000000000e+02,2.09829000000000e+02
3.41000000000000e+02,1.90615000000000e+02
3.42000000000000e+02,1.93123000000000e+02
3.43000000000000e+02,1.92179000000000e+02
3.44000000000000e+02,1.89705000000000e+02
3.45000000000000e+02,1.88759000000000e+02
3.46000000000000e+02,1.81797000000000e+02
3.47000000000000e+02,2.04385000000000e+02
3.48000000000000e+02,1.76281000000000e+02
3.49000000000000e+02,1.84864000000000e+02
3.50000000000000e+02,1.82256000000000e+02
3.51000000000000e+02,1.70601000000000e+02
3.52000000000000e+02,1.81013000000000e+02
3.53000000000000e+02,1.89536000000000e+02
3.54000000000000e+02,1.98606000000000e+02
3.55000000000000e+02,1.91325000000000e+02
3.56000000000000e+02,1.79409000000000e+02
3.57000000000000e+02,2.14693000000000e+02
3.58000000000000e+02,1.89430000000000e+02
3.59000000000000e+02,1.90801000000000e+02
3.60000000000000e+02,1.86756000000000e+02
3.61000000000000e+02,2.01769000000000e+02
3.62000000000000e+02,1.93142000000000e+02
3.63000000000000e+02,2.07792000000000e+02
3.64000000000000e+02,1.83976000000000e+02
3.65000000000000e+02,1.83916000000000e+02
3.66000000000000e+02,1.85377000000000e+02
3.67000000000000e+02,2.00633000000000e+02
3.68000000000000e+02,1.78179000000000e+02
3.69000000000000e+02,1.80927000000000e+02
3.70000000000000e+02,2.10395000000000e+02
3.71000000000000e+02,1.87732000000000e+02
3.72000000000000e+02,1.80909000000000e+02
3.73000000000000e+02,1.89880000000000e+02
3.74000000000000e+02,2.09959000000000e+02
3.75000000000000e+02,2.02024000000000e+02
3.76000000000000e+02,1.80879000000000e+02
3.77000000000000e+02,1.76400000000000e+02
3.78000000000000e+02,1.81192000000000e+02
3.79000000000000e+02,1.85408000000000e+02
3.80000000000000e+02,1.77400000000000e+02
3.81000000000000e+02,2.14693000000000e+02
3.82000000000000e+02,1.89988000000000e+02
3.83000000000000e+02,1.83882000000000e+02
3.84000000000000e+02,1.88458000000000e+02
3.85000000000000e+02,1.82736000000000e+02
3.86000000000000e+02,1.83144000000000e+02
3.87000000000000e+02,1.81142000000000e+02
3.88000000000000e+02,1.79138000000000e+02
3.89000000000000e+02,1.89837000000000e+02
3.90000000000000e+02,1.81935000000000e+02
3.91000000000000e+02,2.00166000000000e+02
3.92000000000000e+02,1.77882000000000e+02
3.93000000000000e+02,1.80876000000000e+02
3.94000000000000e+02,1.80922000000000e+02
3.95000000000000e+02,1.91436000000000e+02
3.96000000000000e+02,1.83297000000000e+02
3.97000000000000e+02,1.88238000000000e+02
3.98000000000000e+02,2.00301000000000e+02
3.99000000000000e+02,1.85331000000000e+02
4.00000000000000e+02,1.88039000000000e+02
4.01000000000000e+02,1.89919000000000e+02
4.02000000000000e+02,1.84490000000000e+02
4.03000000000000e+02,1.90274000000000e+02
4.04000000000000e+02,1.87763000000000e+02
4.05000000000000e+02,1.81399000000000e+02
4.06000000000000e+02,1.89165000000000e+02
4.07000000000000e+02,1.96410000000000e+02
4.08000000000000e+02,1.89981000000000e+02
4.09000000000000e+02,1.99347000000000e+02
4.10000000000000e+02,1.85197000000000e+02
4.11000000000000e+02,1.76441000000000e+02
4.12000000000000e+02,2.00393000000000e+02
4.13000000000000e+02,1.85327000000000e+02
4.14000000000000e+02,1.81026000000000e+02
4.15000000000000e+02,2.03064000000000e+02
4.16000000000000e+02,1.82107000000000e+02
4.17000000000000e+02,1.84551000000000e+02
4.18000000000000e+02,1.82909000000000e+02
4.19000000000000e+02,1.98836000000000e+02
4.20000000000000e+02,1.90861000000000e+02
4.21000000000000e+02,1.83657000000000e+02
4.22000000000000e+02,2.11837000000000e+02
4.23000000000000e+02,1.90371000000000e+02
4.24000000000000e+02,1.88655000000000e+02
4.25000000000000e+02,1.85613000000000e+02
4.26000000000000e+02,1.84744000000000e+02
4.27000000000000e+02,1.79937000000000e+02
4.28000000000000e+02,1.84952000000000e+02
4.29000000000000e+02,1.97725000000000e+02
4.30000000000000e+02,2.04576000000000e+02
4.31000000000000e+02,1.83607000000000e+02
4.32000000000000e+02,1.94230000000000e+02
4.33000000000000e+02,1.80406000000000e+02
4.34000000000000e+02,1.99855000000000e+02
4.35000000000000e+02,1.84001000000000e+02
4.36000000000000e+02,1.79302000000000e+02
4.37000000000000e+02,1.85357000000000e+02
4.38000000000000e+02,1.96458000000000e+02
4.39000000000000e+02,1.79829000000000e+02
4.40000000000000e+02,1.82885000000000e+02
4.41000000000000e+02,1.90267000000000e+02
4.42000000000000e+02,1.83952000000000e+02
4.43000000000000e+02,1.79716000000000e+02
4.44000000000000e+02,1.76497000000000e+02
4.45000000000000e+02,1.96066000000000e+02
4.46000000000000e+02,1.88531000000000e+02
4.47000000000000e+02,1.86942000000000e+02
4.48000000000000e+02,1.75788000000000e+02
4.49000000000000e+02,1.83346000000000e+02
4.50000000000000e+02,1.78098000000000e+02
4.51000000000000e+02,1.77055000000000e+02
4.52000000000000e+02,1.89812000000000e+02
4.53000000000000e+02,1.88263000000000e+02
4.54000000000000e+02,1.95180000000000e+02
4.55000000000000e+02,1.86335000000000e+02
4.56000000000000e+02,1.86691000000000e+02
4.57000000000000e+02,1.87021000000000e+02
4.58000000000000e+02,1.84533000000000e+02
4.59000000000000e+02,1.80174000000000e+02
4.60000000000000e+02,1.78514000000000e+02
4.61000000000000e+02,1.86350000000000e+02
4.62000000000000e+02,1.79236000000000e+02
4.63000000000000e+02,1.86717000000000e+02
4.64000000000000e+02,1.84464000000000e+02
4.65000000000000e+02,1.87791000000000e+02
4.66000000000000e+02,1.88063000000000e+02
4.67000000000000e+02,1.99835000000000e+02
4.68000000000000e+02,2.03309000000000e+02
4.69000000000000e+02,1.90101000000000e+02
4.70000000000000e+02,1.95100000000000e+02
4.71000000000000e+02,1.70814000000000e+02
4.72000000000000e+02,1.86421000000000e+02
4.73000000000000e+02,1.77816000000000e+02
4.74000000000000e+02,1.79966000000000e+02
4.75000000000000e+02,1.90606000000000e+02
4.76000000000000e+02,2.09257000000000e+02
4.77000000000000e+02,1.86363000000000e+02
4.78000000000000e+02,1.83991000000000e+02
4.79000000000000e+02,1.98587000000000e+02
4.80000000000000e+02,2.05511000000000e+02
4.81000000000000e+02,1.87624000000000e+02
4.82000000000000e+02,1.83822000000000e+02
4.83000000000000e+02,1.83433000000000e+02
4.84000000000000e+02,1.84524000000000e+02
4.85000000000000e+02,2.12953000000000e+02
4.86000000000000e+02,1.78016000000000e+02
4.87000000000000e+02,1.84547000000000e+02
4.88000000000000e+02,1.92718000000000e+02
4.89000000000000e+02,1.78201000000000e+02
4.90000000000000e+02,1.86497000000000e+02
4.91000000000000e+02,1.95138000000000e+02
4.92000000000000e+02,1.85463000000000e+02
4.93000000000000e+02,1.88073000000000e+02
4.94000000000000e+02,1.80915000000000e+02
4.95000000000000e+02,1.86180000000000e+02
4.96000000000000e+02,1.79297000000000e+02
4.97000000000000e+02,1.76834000000000e+02
4.98000000000000e+02,1.92125000000000e+02
4.99000000000000e+02,1.84484000000000e+02
5.00000000000000e+02,2.14693000000000e+02
5.01000000000000e+02,1.75206000000000e+02
5.02000000000000e+02,1.77226000000000e+02
5.03000000000000e+02,2.10589000000000e+02
5.04000000000000e+02,1.78409000000000e+02
5.05000000000000e+02,2.09273000000000e+02
5.06000000000000e+02,1.76146000000000e+02
5.07000000000000e+02,1.90286000000000e+02
5.08000000000000e+02,1.78582000000000e+02
5.09000000000000e+02,1.97984000000000e+02
5.10000000000000e+02,1.80844000000000e+02
5.11000000000000e+02,1.85499000000000e+02
5.12000000000000e+02,1.77549000000000e+02
5.13000000000000e+02,1.76647000000000e+02
5.14000000000000e+02,1.90576000000000e+02
5.15000000000000e+02,1.97764000000000e+02
5.16000000000000e+02,2.03229000000000e+02
5.17000000000000e+02,1.90411000000000e+02
5.18000000000000e+02,1.79102000000000e+02
5.19000000000000e+02,1.96860000000000e+02
5.20000000000000e+02,1.98047000000000e+02
5.21000000000000e+02,1.93494000000000e+02
5.22000000000000e+02,1.88444000000000e+02
5.23000000000000e+02,1.82494000000000e+02
5.24000000000000e+02,1.84633000000000e+02
5.25000000000000e+02,1.93390000000000e+02
5.26000000000000e+02,2.01547000000000e+02
5.27000000000000e+02,1.86306000000000e+02
5.28000000000000e+02,1.91781000000000e+02
5.29000000000000e+02,1.80177000000000e+02
5.30000000000000e+02,1.93922000000000e+02
5.31000000000000e+02,1.86915000000000e+02
5.32000000000000e+02,1.90357000000000e+02
5.33000000000000e+02,1.83206000000000e+02
5.34000000000000e+02,2.00153000000000e+02
5.35000000000000e+02,1.96231000000000e+02
5.36000000000000e+02,1.90487000000000e+02
5.37000000000000e+02,2.01580000000000e+02
5.38000000000000e+02,2.05130000000000e+02
5.39000000000000e+02,1.81689000000000e+02
5.40000000000000e+02,1.84611000000000e+02
5.41000000000000e+02,1.79909000000000e+02
5.42000000000000e+02,1.96583000000000e+02
5.43000000000000e+02,1.78938000000000e+02
5.44000000000000e+02,1.86870000000000e+02
5.45000000000000e+02,2.00193000000000e+02
5.46000000000000e+02,2.14693000000000e+02
5.47000000000000e+02,2.10612000000000e+02
5.48000000000000e+02,1.80512000000000e+02
5.49000000000000e+02,1.87534000000000e+02
5.50000000000000e+02,1.78396000000000e+02
5.51000000000000e+02,1.76143000000000e+02
5.52000000000000e+02,1.77016000000000e+02
5.53000000000000e+02,1.85001000000000e+02
5.54000000000000e+02,1.98372000000000e+02
5.55000000000000e+02,1.97785000000000e+02
5.56000000000000e+02,1.76786000000000e+02
5.57000000000000e+02,1.97687000000000e+02
5.58000000000000e+02,1.95574000000000e+02
5.59000000000000e+02,1.92176000000000e+02
5.60000000000000e+02,1.98939000000000e+02
5.61000000000000e+02,1.91629000000000e+02
5.62000000000000e+02,1.77858000000000e+02
5.63000000000000e+02,1.99906000000000e+02
5.64000000000000e+02,1.77457000000000e+02
5.65000000000000e+02,1.86283000000000e+02
5.66000000000000e+02,1.82001000000000e+02
5.67000000000000e+02,1.88716000000000e+02
5.68000000000000e+02,1.99532000000000e+02
5.69000000000000e+02,2.06670000000000e+02
5.70000000000000e+02,2.02003000000000e+02
5.71000000000000e+02,1.89786000000000e+02
5.72000000000000e+02,1.85825000000000e+02
5.73000000000000e+02,1.92902000000000e+02
5.74000000000000e+02,1.83762000000000e+02
5.75000000000000e+02,2.00030000000000e+02
5.76000000000000e+02,1.91055000000000e+02
5.77000000000000e+02,1.97038000000000e+02
5.78000000000000e+02,1.90572000000000e+02
5.79000000000000e+02,1.89093000000000e+02
5.80000000000000e+02,1.80609000000000e+02
5.81000000000000e+02,1.87128000000000e+02
5.82000000000000e+02,1.88367000000000e+02
5.83000000000000e+02,1.87368000000000e+02
5.84000000000000e+02,1.81954000000000e+02
5.85000000000000e+02,1.83278000000000e+02
5.86000000000000e+02,1.81002000000000e+02
5.87000000000000e+02,1.99889000000000e+02
5.88000000000000e+02,1.85677000000000e+02
5.89000000000000e+02,1.90774000000000e+02
5.90000000000000e+02,1.87565000000000e+02
5.91000000000000e+02,1.90490000000000e+02
5.92000000000000e+02,1.89482000000000e+02
5.93000000000000e+02,1.74998000000000e+02
5.94000000000000e+02,2.14693000000000e+02
5.95000000000000e+02,2.07442000000000e+02
5.96000000000000e+02,1.95167000000000e+02
5.97000000000000e+02,1.76398000000000e+02
5.98000000000000e+02,1.94485000000000e+02
5.99000000000000e+02,1.82774000000000e+02
6.00000000000000e+02,1.82638000000000e+02
6.01000000000000e+02,2.02672000000000e+02
6.02000000000000e+02,2.06013000000000e+02
6.03000000000000e+02,1.79884000000000e+02
6.04000000000000e+02,2.03380000000000e+02
6.05000000000000e+02,1.89773000000000e+02
6.06000000000000e+02,1.93421000000000e+02
6.07000000000000e+02,1.86639000000000e+02
6.08000000000000e+02,1.96141000000000e+02
6.09000000000000e+02,1.80561000000000e+02
6.10000000000000e+02,1.79590000000000e+02
6.11000000000000e+02,1.82134000000000e+02
6.12000000000000e+02,1.78468000000000e+02
6.13000000000000e+02,1.89002000000000e+02
6.14000000000000e+02,1.93148000000000e+02
6.15000000000000e+02,1.89802000000000e+02
6.16000000000000e+02,1.80140000000000e+02
6.17000000000000e+02,1.88903000000000e+02
6.18000000000000e+02,1.90927000000000e+02
6.19000000000000e+02,1.95858000000000e+02
6.20000000000000e+02,1.93721000000000e+02
6.21000000000000e+02,1.91047000000000e+02
6.22000000000000e+02,1.99622000000000e+02
6.23000000000000e+02,1.91561000000000e+02
6.24000000000000e+02,1.87909000000000e+02
6.25000000000000e+02,1.85789000000000e+02
6.26000000000000e+02,1.83422000000000e+02
6.27000000000000e+02,1.78593000000000e+02
6.28000000000000e+02,2.04773000000000e+02
6.29000000000000e+02,2.14693000000000e+02
